pl_name,hostname,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
TOI-4010 b,TOI-4010,2023,1.348335,0.0229,3.0197045999999994,11.123000000000001,1441.0,5104.0,0.83,0.88,176.5,4,1
TOI-4010 c,TOI-4010,2023,5.414654,0.058,5.9295610000000005,20.30742,907.0,5104.0,0.83,0.88,176.5,4,1
TOI-4010 d,TOI-4010,2023,14.70886,0.113,6.1795217,38.145534,650.0,5104.0,0.83,0.88,176.5,4,1
TOI-4010 e,TOI-4010,2023,762.0,1.57,,,174.0,5104.0,0.83,0.88,176.5,4,1
TOI-402 Ab,TOI-402 A,2019,4.7559804,0.05245,1.7699011,6.518078,3109.0,5131.0,0.839,0.851,44.86,2,1
TOI-402 Ac,TOI-402 A,2019,17.180546,0.1235,2.52606024,6.788208,,5131.0,0.839,0.851,44.86,2,1
TOI-4030 b,TOI-4030,2026,2.51,,5.8499771,,,5574.0,0.99,0.98,571.615,1,1
TOI-4034 b,TOI-4034,2026,1.8020932,0.0329,17.71022,276.486,1907.0,5891.0,1.83,1.19,760.0,1,1
TOI-406 b,TOI-406,2024,3.307441,0.0322,1.3204202,2.078412,584.0,3324.0,0.39,0.48,31.06,2,1
TOI-406 c,TOI-406,2024,13.175682,0.0809,2.0803903999999998,6.568926,368.0,3324.0,0.39,0.48,31.06,2,1
TOI-4087 b,TOI-4087,2022,3.1774835,0.04469,13.047275999999998,231.994,1458.0,6060.0,1.112,1.178,310.4,1,1
TOI-4127 b,TOI-4127,2023,56.39879,0.3081,12.285064,730.9399999999999,605.0,,,,,1,1
TOI-4137 b,TOI-4137,2022,3.8016122,0.05222,13.574099,320.978,1570.0,6134.0,1.65,,345.9,1,1
TOI-4138 b,TOI-4138,2021,3.66003639,0.049,17.26186,200.214,1762.0,,1.82,1.32,507.0,1,1
TOI-4145 Ab,TOI-4145 A,2022,4.0664428,0.04823,13.305083,136.654,1074.0,5281.0,0.859,0.905,205.0,1,1
TOI-4153 b,TOI-4153,2024,4.6174141,0.06311,16.118541999999998,365.46999999999997,1670.0,,,,,1,1
TOI-4155 b,TOI-4155,2025,3.320729,,3.2102576,,1255.0,5724.0,1.16,0.95,239.65,1,1
TOI-4156 b,TOI-4156,2026,4.46,,2.5399594,,,5986.0,1.04,1.1,213.72,2,1
TOI-4156 c,TOI-4156,2026,12.82,,2.9199445,,,5986.0,1.04,1.1,213.72,2,1
TOI-4184 b,TOI-4184,2023,4.9019804,0.0336,2.4301112,6.61024,412.0,3225.0,0.252,0.24,69.2,1,1
TOI-4198 b,TOI-4198,2023,4.7463,,12.251437,,1149.0,5648.0,1.09,1.0,546.0,1,1
TOI-4201 b,TOI-4201,2023,3.5819111,0.03939,12.699797,822.7842,745.0,3920.0,0.62,0.63,187.5,1,1
TOI-4214 b,TOI-4214,2025,3.4913885,0.05018,10.682177,165.256,1642.0,6370.0,1.434,1.382,337.8,1,1
TOI-421 Ab,TOI-421 A,2020,5.197576,0.0554,2.6397194999999996,6.70558,922.0,5325.0,0.871,0.852,74.797,2,1
TOI-421 Ac,TOI-421 A,2020,16.067541,0.117,5.0900069,14.110320000000002,635.0,5325.0,0.871,0.852,74.797,2,1
TOI-429 b,TOI-429,2024,338.0,,8.9672,254.24,,5216.0,0.954,0.89,120.218,1,1
TOI-4308 b,TOI-4308,2019,9.151201,,2.4200231,6.448162,763.0,5243.0,0.79,0.9,108.932,1,1
TOI-4311 b,TOI-4311,2026,0.9902738,0.0182,1.3798279,4.51276,1664.0,5063.0,0.844,0.816,134.9,2,1
TOI-4311 c,TOI-4311,2026,15.070425,0.112,2.4704636,13.579594,671.0,5063.0,0.844,0.816,134.9,2,1
TOI-431 b,TOI-431,2021,0.490047,0.0113,1.2800677999999999,3.069948,1862.0,4850.0,0.731,0.78,32.61,3,1
TOI-431 c,TOI-431,2021,4.8494,0.052,,2.834776,867.0,4850.0,0.731,0.78,32.61,3,1
TOI-431 d,TOI-431,2021,12.46103,0.098,3.2898414999999996,9.88358,633.0,4850.0,0.731,0.78,32.61,3,1
TOI-4329 b,TOI-4329,2022,2.9233,,16.813499999999998,143.01000000000002,,6000.0,2.31,1.538,,1,1
TOI-4336 Ab,TOI-4336 A,2024,16.33635,0.0802,2.1397980999999997,3.330544,293.0,3298.0,0.33,0.33,22.45,2,1
TOI-4336 Ac,TOI-4336 A,2026,7.587266,0.0509,1.2498035,1.550864,400.0,3298.0,0.33,0.33,22.45,2,1
TOI-4342 b,TOI-4342,2023,5.5382498,0.05251,2.3303511,7.3094,633.6,3901.0,0.599,0.6296,61.543,2,1
TOI-4342 c,TOI-4342,2023,10.688716,0.0814,2.3505273,4.798780000000001,509.0,3901.0,0.599,0.6296,61.543,2,1
TOI-4363 b,TOI-4363,2021,2.11865900761235,,1.83199896,,885.0,4002.0,0.691,0.62,77.775,1,1
TOI-4364 b,TOI-4364,2024,5.424019,0.04753,2.0097736999999998,,488.0,3528.0,0.4684,0.487,43.85,1,1
TOI-4377 b,TOI-4377,2023,4.378081,0.0579,15.132150000000001,304.1346,,4974.0,3.52,1.36,459.0,1,1
TOI-4379 b,TOI-4379,2024,3.25352,0.0477,16.690201000000002,353.7114,,6020.0,1.976,1.372,617.4,1,1
TOI-4405 b,TOI-4405,2021,5.92142305135093,,2.87802284,,672.0,4361.0,0.687,0.68,155.5,1,1
TOI-4406 b,TOI-4406,2023,30.08364,0.201,11.209,95.34,904.0,,,,,1,1
TOI-4409 b,TOI-4409,2024,92.4,,7.2802454999999995,,,4945.0,0.72,0.81,179.419,1,1
TOI-4427 b,TOI-4427,2026,4.6182621,0.0539,13.114529999999998,87.71280000000002,1040.0,5347.0,0.89,0.9,201.7,1,1
TOI-4438 b,TOI-4438,2024,7.44628,0.0534,2.5197832,5.4026000000000005,400.0,3422.0,0.372,0.368,30.0623,1,1
TOI-4443 b,TOI-4443,2024,1.8498567,0.03,1.703768,,1639.0,5834.0,1.02,1.05,56.07,1,1
TOI-444 Ab,TOI-444 A,2023,17.9636,0.133,2.7697439,,,5225.0,0.78,0.96,57.3973,1,1
TOI-4458 b,TOI-4458,2026,3.9393792,0.0522,12.3299,552.972,1760.0,6151.0,1.96,1.47,516.0,1,1
TOI-4463 Ab,TOI-4463 A,2022,2.8807198,0.04035,13.260247,252.33320000000003,1395.0,5640.0,1.062,1.056,177.64,1,1
TOI-4465 b,TOI-4465,2024,101.94054,0.416,14.01125,1871.8419999999999,426.0,5545.0,1.014,0.93,121.931,1,1
TOI-4468 b,TOI-4468,2024,2.77,,11.4298173,,,4975.0,0.79,0.82,375.5,2,1
TOI-4468 c,TOI-4468,2024,7.01,,3.2203456999999998,,,4975.0,0.79,0.82,375.5,2,1
TOI-4479 b,TOI-4479,2022,1.1589,0.0164,2.8201843999999996,8.294580000000002,861.0,3400.0,0.451,0.452,80.6,1,1
TOI-4481 b,TOI-4481,2023,0.9263237,0.01406,1.33095666,1.9068,940.0,3600.0,0.4144,0.413,12.0641,2,1
TOI-4481 c,TOI-4481,2023,6.65064,0.0523,,,480.0,3600.0,0.4144,0.413,12.0641,2,1
TOI-4487 Ab,TOI-4487 A,2021,3.9540709,0.05448,14.605326999999999,397.25,1639.0,6206.0,1.634,1.378,476.7,1,1
TOI-4495 b,TOI-4495,2026,2.56699,0.03957,2.4830176799999997,7.69076,1735.0,6210.0,1.309,1.247,132.2,2,1
TOI-4495 c,TOI-4495,2024,5.18553,0.06323,4.0296354999999995,23.1994,1365.0,6210.0,1.309,1.247,132.2,2,1
TOI-4504 b,TOI-4504,2024,2.42614,0.0339,2.6901599999999997,9.8518,,5315.0,0.92,0.89,342.6,3,1
TOI-4504 c,TOI-4504,2024,82.97213,0.3546,10.760639999999999,1197.1526000000001,,5315.0,0.92,0.89,342.6,3,1
TOI-4504 d,TOI-4504,2024,40.56,0.2219,,451.276,,5315.0,0.92,0.89,342.6,3,1
TOI-4507 b,TOI-4507,2025,104.6159518,0.449,8.2195597,29.8732,,6235.0,1.039,1.15,178.0,1,1
TOI-4511 b,TOI-4511,2022,10.9776867,,5.76803931,,1542.0,5708.0,1.0,1.017,121.832,1,1
TOI-4513 b,TOI-4513,2021,9.7607632,,2.22801293,,653.0,5558.0,0.796,0.979,102.61,1,1
TOI-4515 b,TOI-4515,2023,15.266446,0.118,12.21781,635.6,705.0,5433.0,0.86,0.95,193.8,1,1
TOI-451 Ab,TOI-451 A,2021,1.8587028,0.0271,1.89196711,,1524.0,5550.0,0.879,0.95,123.74,3,1
TOI-451 Ac,TOI-451 A,2021,9.192453,0.0823,3.0802332,,903.0,5550.0,0.879,0.95,123.74,3,1
TOI-451 Ad,TOI-451 A,2021,16.364932,0.1255,4.069987899999999,,708.0,5550.0,0.879,0.95,123.74,3,1
TOI-4527 b,TOI-4527,2024,0.3994445,0.008,0.89672,,1360.0,3700.0,0.49,0.48,18.1,1,1
TOI-4529 b,TOI-4529,2026,5.879577,0.04997,1.7699011,4.89412,511.0,3697.0,0.48,0.482,28.384,1,1
TOI-4551 b,TOI-4551,2023,9.95581,0.0994,11.88154,473.522,,4896.0,3.55,1.31,222.5,1,1
TOI-4552  b,TOI-4552,2026,0.30110032,0.0056255,1.109691,1.8305280000000002,1122.0,,0.287,0.262,27.38,1,1
TOI-4559 b,TOI-4559,2023,3.965991,0.036,1.4150241599999998,2.7013000000000003,554.0,3558.0,0.374,0.392,27.81,1,1
TOI-456,,2003,,,22.08173,12394.2,2429.0,,,,,945,1
TOI-4561 b,TOI-4561,2021,8.94,,2.0198617999999997,,,5631.0,0.852,1.0,179.0,1,1
TOI-4562 b,TOI-4562,2022,225.11757,0.771,12.016048,1045.5620000000001,349.0,6096.0,1.126,1.218,346.9,2,1
TOI-4562 c,TOI-4562,2024,3990.0,5.219,,1833.706,,6096.0,1.126,1.218,346.9,2,1
TOI-4578 b,TOI-4578,2021,8.624,,2.91803897,,,5917.0,0.878,1.077,182.25,1,1
TOI-4582 Ab,TOI-4582 A,2022,31.034,,10.53646,168.43400000000003,,5190.0,2.5,1.34,380.6,1,1
TOI-4596 b,TOI-4596,2026,4.119409,,2.903131,,,5881.0,0.921,1.018,92.85,1,1
TOI-4600 b,TOI-4600,2023,82.6869,0.349,6.803863,,347.0,5170.0,0.81,0.89,216.45,2,1
TOI-4600 c,TOI-4600,2023,482.8191,1.152,9.4200436,,191.0,5170.0,0.81,0.89,216.45,2,1
TOI-4602 b,TOI-4602,2026,3.9812997,0.04746,2.4603755,6.1907440000000005,1321.0,5966.0,1.08,0.9,62.64,1,1
TOI-4603 b,TOI-4603,2023,7.24599,0.0888,11.679778,4096.442,1677.0,6189.0,2.722,1.752,224.14,1,1
TOI-4616 b,TOI-4616,2026,1.55382,,1.2195391999999998,2.2500240000000002,525.0,3150.0,0.189,0.188,28.17,1,1
TOI-4633 Ac,TOI-4633 A,2024,271.9445,0.847,3.1945649999999994,47.79712000000001,,5800.0,1.05,1.1,95.2,1,1
TOI-4638 b,TOI-4638,2024,10.283918787,0.093013,2.93305903,,,5700.0,0.894,1.015,168.248,1,1
TOI-4640 b,TOI-4640,2021,2.685722911326,,2.86199397,,1379.0,5978.0,1.067,1.1,245.09,1,1
TOI-4641 b,TOI-4641,2023,22.09341,0.173,8.18257,1229.886,,6500.0,1.72,1.42,87.6,1,1
TOI-4662 b,TOI-4662,2021,4.7034187,,2.5803117999999996,,741.0,4481.0,0.694,0.703,111.047,1,1
TOI-4666 b,TOI-4666,2025,2.9089181,0.0333,12.44199,222.46,713.0,3793.0,0.585,0.576,154.75,1,1
TOI-469 b,TOI-469,2019,13.63083,0.107,3.4803945,5.91108,777.0,5283.0,1.0,0.91,68.192,3,1
TOI-469 c,TOI-469,2019,3.53796,0.0436,1.580469,4.51276,1217.0,5283.0,1.0,0.91,68.192,3,1
TOI-469 d,TOI-469,2023,6.42975,0.0649,1.3697398,5.0848,998.0,5283.0,1.0,0.91,68.192,3,1
TOI-4701 b,TOI-4701,2026,8.5821566,0.0815,9.157753,6165.32,923.0,5703.0,1.06,0.98,528.1,1,1
TOI-470 Ab,TOI-470 A,2023,12.19148,0.119,4.3401248,,,5190.0,0.83,0.87,130.46,1,1
TOI-4734 b,TOI-4734,2025,6.235633,0.074,10.917565999999999,61.653200000000005,1468.0,6070.0,1.857,1.391,603.6,1,1
TOI-4747 b,TOI-4747,2021,5.2192426,,3.83403845,,1035.0,5688.0,0.988,1.01,304.615,1,1
TOI-4773 b,TOI-4773,2025,1.7452851,0.0322,15.244240000000001,1687.518,2255.0,6740.0,1.55,1.452,502.8,1,1
TOI-4776 Ab,TOI-4776 A,2025,10.413815,0.0962,11.43318,10169.6,1032.0,6011.0,1.22,1.06,370.4,1,1
TOI-4791 b,TOI-4791,2022,4.28088,0.0555,12.44199,734.118,1472.0,6058.0,1.409,1.242,322.1,1,1
TOI-4794 b,TOI-4794,2024,3.5658116,0.0492,14.358728999999999,308.266,1673.0,6390.0,1.451,1.25,548.2,1,1
TOI-480 b,TOI-480,2024,6.866196,,2.6901599999999997,20.78412,,6212.0,1.5,1.2,54.53,1,1
TOI-481 b,TOI-481,2020,10.33111,0.097,11.09691,486.23400000000004,1370.0,5735.0,1.66,1.14,179.366,1,1
TOI-4860 b,TOI-4860,2021,1.5227596,0.0185,8.474003999999999,212.92600000000002,624.0,3390.0,0.348,0.335,80.0,1,1
TOI-4898 b,TOI-4898,2024,2.765,,3.485999,,,3830.0,0.64,0.62,98.596,1,1
TOI-4914 b,TOI-4914,2024,10.60057,0.098,12.870173800000002,226.9092,894.0,5805.0,1.0,1.03,291.7,1,1
TOI-4930 b,TOI-4930,2021,6.7789159,,5.881026029999999,,1169.0,5804.0,1.16,1.04,413.76,1,1
TOI-4940 b,TOI-4940,2024,25.867811,0.165,6.602100999999999,88.98400000000001,643.0,5504.0,1.163,1.012,350.19,1,1
TOI-4961 b,TOI-4961,2025,7.479182,0.0726,12.341109,572.0400000000001,919.0,5380.0,0.912,0.912,213.68,1,1
TOI-4994 b,TOI-4994,2024,21.491984,0.1515,8.541258,88.98400000000001,717.6,5640.0,1.055,1.0,330.9,1,1
TOI-5005 b,TOI-5005,2024,6.3085044,0.06614,6.2501384,32.701620000000005,1040.0,5749.0,0.93,0.97,210.08,1,1
TOI-5007 b,TOI-5007,2025,2.543372,0.03,11.209,216.104,782.0,3793.0,0.656,0.632,203.35,1,1
TOI-500 b,TOI-500,2022,0.5481579,0.0128,1.1601314999999999,1.5890000000000002,1683.0,4621.0,0.75,0.88,47.4,4,1
TOI-500 c,TOI-500,2022,6.6299,,,,,4621.0,0.75,0.88,47.4,4,1
TOI-500 d,TOI-500,2022,26.235,,,,,4621.0,0.75,0.88,47.4,4,1
TOI-500 e,TOI-500,2022,60.33,,,,,4621.0,0.75,0.88,47.4,4,1
TOI-5027 b,TOI-5027,2024,10.24368,0.093,11.09691,635.6,1056.0,,,,,1,1
TOI-503 b,TOI-503,2019,3.6775,,14.45961,17034.08,,7639.0,1.79,1.8,,1,1
TOI-5042 b,TOI-5042,2022,5.6316098,,6.9966577999999995,,989.0,5784.0,2.32,1.04,489.651,1,1
TOI-5076 Ab,TOI-5076 A,2024,23.445,,3.1945649999999994,15.89,,5070.0,0.78,0.8,82.8,1,1
TOI-5081 b,TOI-5081,2019,5.169885,0.0645,9.796666,16620.94,,6283.43,1.484,1.23,306.57,1,1
TOI-5082 b,TOI-5082,2024,4.240122,0.051,2.499607,,1165.0,5670.0,0.93,1.0,43.14,1,1
TOI-5090 b,TOI-5090,2017,1.982796,0.0218,11.43318,17224.760000000002,1669.0,3191.0,0.29,0.276,181.5,1,1
TOI-5108 b,TOI-5108,2025,6.753581,0.073,6.602100999999999,32.09780000000001,1180.0,5808.0,1.29,1.1,131.1,1,1
TOI-5110 b,TOI-5110,2024,30.158577,0.2157,11.982420999999999,921.62,976.0,6154.0,2.36,1.46,358.92,1,1
TOI-5126 b,TOI-5126,2023,5.4588382,0.065,4.7604623,,1445.0,6150.0,1.241,1.24,161.1,2,1
TOI-5126 c,TOI-5126,2023,17.8999,0.1435,3.9007319999999996,,972.0,6150.0,1.241,1.24,161.1,2,1
TOI-512 b,TOI-512,2024,7.18886,,1.5401166,3.5688940000000002,1009.0,5277.0,0.89,0.74,67.196,1,1
TOI-5143 Ab,TOI-5143 A,2025,2.3843468,0.03357,2.869504,8.38992,,5183.0,0.852,0.864,178.57,2,1
TOI-5143 Ac,TOI-5143 A,2025,5.209709,0.05654,32.304338,200.8496,,5183.0,0.852,0.864,178.57,2,1
TOI-5153 b,TOI-5153,2022,20.33003,0.158,11.88154,1036.028,906.0,6300.0,1.4,1.24,390.1,1,1
TOI-5159 b,TOI-5159,2022,5.83650984428885,,1.6129750999999999,,866.0,5260.0,0.854,0.9,55.179,1,1
TOI-5160 b,TOI-5160,2022,4.28,,2.2294701,,,5653.0,1.033,1.0,151.465,1,1
TOI-5174 b,TOI-5174,2022,12.214286,,5.34299403,,,,1.094,1.0,,1,1
TOI-5181 Ab,TOI-5181 A,2025,3.8922295,0.0522,13.349919,330.512,1585.0,6060.0,1.53,1.25,478.0,1,1
TOI-519 b,TOI-519,2021,1.2652328,0.01648,11.870330999999998,166.845,760.0,3350.0,0.373,0.369,115.93,1,1
TOI-5205 b,TOI-5205,2022,1.630731,0.0195,10.53646,343.22400000000005,742.0,3439.0,0.394,0.392,86.865,1,1
TOI-5210 b,TOI-5210,2025,4.5661061,0.0557,10.727013,81.9924,1286.0,5723.0,1.209,1.105,303.3,1,1
TOI-5218 b,TOI-5218,2024,4.291452,0.0469,9.852711,253.92220000000003,783.0,4230.0,0.708,0.739,381.4,1,1
TOI-521 b,TOI-521,2025,1.54285047,0.0195,1.9795094,5.30726,794.0,3544.0,0.421,0.42,60.84,2,1
TOI-521 c,TOI-521,2024,20.35,0.109,,,336.0,3544.0,0.421,0.42,60.84,2,1
TOI-5232 b,TOI-5232,2024,4.0966692,0.0559,12.778259999999998,743.6519999999999,1772.0,,,,,1,1
TOI-5261 b,TOI-5261,2025,4.1509768,0.05134,11.601315,3651.5220000000004,1244.0,5790.0,1.021,1.037,376.7,1,1
TOI-5292 Ab,TOI-5292 A,2025,2.02191,0.028,12.66617,413.14000000000004,809.0,3919.0,0.611,0.596,337.1,1,1
TOI-5293 Ab,TOI-5293 A,2023,2.930289,0.034,11.88154,171.61200000000002,675.0,3586.0,0.52,0.54,160.8,1,1
TOI-5300 b,TOI-5300,2025,2.262196,0.0295,9.86392,190.68,1043.0,4610.0,0.65,0.67,162.7,1,1
TOI-5301 b,TOI-5301,2024,5.858858,0.0726,13.226619999999999,1159.97,1655.0,,,,,1,1
TOI-530 b,TOI-530,2021,6.387597,0.052,9.303469999999999,127.12,565.0,3659.0,0.54,0.53,147.7,1,1
TOI-5319 Ab,TOI-5319 A,2022,4.07853,0.0506,2.8302725,,695.0,3580.0,0.485,0.5,61.171,1,1
TOI-5322 b,TOI-5322,2025,5.4233207,0.0604,16.611738,184.0062,1350.0,5692.0,1.462,0.998,483.8,1,1
TOI-532 b,TOI-532,2021,2.32666508,0.0296,5.8197128,61.4943,867.0,3957.0,0.612,0.639,134.61,1,1
TOI-5335 b,TOI-5335,2022,3.6139919,,4.0890432,,1048.0,5427.0,0.916,0.945,331.289,1,1
TOI-5340 b,TOI-5340,2025,4.9394392,0.0628,15.076105,270.13,1566.0,5990.0,1.35,1.842,529.9,1,1
TOI-5344 b,TOI-5344,2023,3.792622,0.04,9.75183,133.476,679.0,3747.0,0.588,0.612,136.88,1,1
TOI-5350 b,TOI-5350,2025,7.581367,0.0796,12.44199,2094.302,1195.0,6220.0,1.263,1.167,280.7,1,1
TOI-5380 b,TOI-5380,2022,3.7723119,,3.1295528,,1479.0,6525.0,1.562,1.343,286.781,1,1
TOI-5386 Ab,TOI-5386 A,2021,3.62156552,0.04856,14.706208,155.0864,1488.0,6094.0,1.245,1.165,383.2,1,1
TOI-5388 b,TOI-5388,2024,2.5946748,0.0245,0.9897547,2.19282,488.0,3440.0,0.3,0.292,18.5538,1,1
TOI-5398 b,TOI-5398,2022,10.590547,0.098,11.298672,58.697660000000006,947.0,,1.053,1.113,,2,1
TOI-5398 c,TOI-5398,2023,4.77271,0.057,3.5196259999999997,11.79038,1242.0,,1.053,1.113,,2,1
TOI-540 b,TOI-540,2020,1.2391491,0.01223,0.90299704,,611.0,3216.0,0.1895,0.159,14.0078,1,1
TOI-5422 b,TOI-5422,2025,5.377219,0.0616,9.135335,8803.06,1355.0,5744.0,1.48,1.05,347.0,1,1
TOI-544 b,TOI-544,2022,1.548352,0.0225,2.0198617999999997,2.8888020000000005,999.0,4369.0,0.66,0.85,41.1,2,1
TOI-544 c,TOI-544,2023,50.089,,,,,4369.0,0.66,0.85,41.1,2,1
TOI-5473 b,TOI-5473,2019,7.555907,0.0956,16.813499999999998,,2000.0,8500.0,1.85,1.88,1061.0,1,1
TOI-5486 b,TOI-5486,2022,2.02,,3.9702278,,,3654.0,0.553,0.548,89.6811,1,1
TOI-5489 b,TOI-5489,2025,3.15222,0.03168,1.401125,,624.0,3547.0,0.42,0.41,44.72,2,1
TOI-5489 c,TOI-5489,2025,4.92126,0.0425,1.2800677999999999,,536.0,3547.0,0.42,0.41,44.72,2,1
TOI-5502 b,TOI-5502,2022,11.626,,4.02806624,,,6317.0,1.323,1.244,248.654,1,1
TOI-5515 b,TOI-5515,2022,8.59263328645,,2.49702893,,,5494.0,0.835,0.963,135.46,1,1
TOI-5532 b,TOI-5532,2022,5.65396888659613,,2.73297838,,617.0,3975.0,0.662,0.636,91.0,1,1
TOI-5542 b,TOI-5542,2022,75.12375,0.332,11.309880999999999,419.49600000000004,441.0,5700.0,1.058,0.89,353.7,1,1
TOI-554 b,TOI-554,2019,7.0491423,0.076,2.6195432999999997,8.70772,1290.0,6338.0,1.43,1.24,45.6181,2,1
TOI-554 c,TOI-554,2022,3.04405,0.0443,1.502006,4.2903,1700.0,6338.0,1.43,1.24,45.6181,2,1
TOI-5573 b,TOI-5573,2025,8.79758977,0.0712,9.75183,111.23,528.0,3790.0,0.594,0.619,185.8,1,1
TOI-5579 b,TOI-5579,2023,19.8727,,7.823881999999999,,273.0,3595.0,0.42,0.42,115.9,1,1
TOI-558 b,TOI-558,2021,14.574071,0.1291,12.172974,1147.258,1061.0,6466.0,1.496,1.349,401.0,1,1
TOI-5592 b,TOI-5592,2025,2.6085846,0.03935,17.14977,285.7022,1789.0,6240.0,1.393,1.194,586.9,1,1
TOI-5595 b,TOI-5595,2022,5.9900508,,4.71607466,,621.0,4120.0,0.743,0.645,136.955,1,1
TOI-5599 b,TOI-5599,2022,5.44,,6.120114,,,6246.0,1.913,1.21,547.95,1,1
TOI-559 b,TOI-559,2021,6.9839095,0.0723,12.229019,1909.978,1180.0,5925.0,1.233,1.026,233.2,1,1
TOI-5605 b,TOI-5605,2022,5.9133875,,2.3860598299999998,,669.0,4374.0,0.736,0.68,,1,1
TOI-5610 b,TOI-5610,2025,7.95346,0.0647,9.942383,12839.12,,3618.0,0.52,0.53,273.9,1,1
TOI-5614 b,TOI-5614,2022,4.172,,3.23301187,,,4313.0,0.735,0.674,223.0,1,1
TOI-5616 b,TOI-5616,2024,2.002849,0.0272,10.771849,254.87560000000002,939.0,3996.0,0.646,0.666,383.0,1,1
TOI-561 b,TOI-561,2020,0.4465697,0.01064,1.39697767,2.021208,2319.0,5326.0,0.832,0.805,86.01,5,1
TOI-561 c,TOI-561,2020,10.778838,0.0889,2.8650203999999997,5.930148,802.0,5326.0,0.832,0.805,86.01,5,1
TOI-561 d,TOI-561,2020,25.71268,0.1587,2.6150597,13.328532,600.0,5326.0,0.832,0.805,86.01,5,1
TOI-561 e,TOI-561,2020,77.144,0.33,2.5169809499999998,12.3942,416.0,5326.0,0.832,0.805,86.01,5,1
TOI-561 f,TOI-561,2020,433.0,1.034,2.3202629999999997,19.099780000000003,,5326.0,0.832,0.805,86.01,5,1
TOI-5624 b,TOI-5624,2025,3.3903473,0.04201,2.31398596,9.406880000000001,1136.0,5327.0,0.82,0.858,101.9,5,1
TOI-5624 c,TOI-5624,2025,7.885385,0.07374,2.47405048,4.798780000000001,857.0,5327.0,0.82,0.858,101.9,5,1
TOI-5624 d,TOI-5624,2025,13.731468,0.1067,3.5840777499999996,4.89412,712.6,5327.0,0.82,0.858,101.9,5,1
TOI-5624 e,TOI-5624,2025,21.489936,0.1439,3.2470231199999997,8.8984,613.8,5327.0,0.82,0.858,101.9,5,1
TOI-5624 f,TOI-5624,2025,45.37,0.2366,,,478.5,5327.0,0.82,0.858,101.9,5,1
TOI-5628 Ab,TOI-5628 A,2026,4.3416612,0.0368,8.29466,28.602,492.0,3310.0,0.35,0.36,110.27,1,1
TOI-5630 b,TOI-5630,2022,3.2220038,,2.0770277,,1541.0,5382.0,0.933,0.934,134.05,1,1
TOI-5634 Ab,TOI-5634 A,2024,2.2035373,0.0272,10.345907,183.0528,837.0,3896.0,0.54,0.556,322.5,1,1
TOI-5645 b,TOI-5645,2022,4.5362433,,7.117715,,1164.0,5620.0,1.206,1.0,473.18,1,1
TOI-564 Ab,TOI-564 A,2019,1.651144,0.02734,11.43318,464.94140000000004,1714.0,5666.0,1.04,1.1,200.7,1,1
TOI-5678 b,TOI-5678,2023,47.73022,0.249,4.909542,20.0214,513.0,5485.0,0.938,0.905,104.0,1,1
TOI-5688 Ab,TOI-5688 A,2024,2.94815527,0.03379,10.301071,123.94200000000001,742.0,3713.0,0.57,0.6,225.72,1,1
TOI-5713 b,TOI-5713,2024,10.441989,0.06,1.7699011,4.2903,347.0,3225.0,0.2985,0.2653,40.946,1,1
TOI-5716 b,TOI-5716,2025,6.7663,0.0398,0.9594904,,400.0,3436.0,0.22,0.19,39.35,1,1
TOI-5720 b,TOI-5720,2024,1.4344555,0.0183,1.0895148,1.31887,708.0,3325.0,0.38,0.38,35.87,1,1
TOI-5726 b,TOI-5726,2024,5.491125215,0.062186,2.5539706499999997,,,5874.0,1.106,1.064,108.848,1,1
TOI-5728 b,TOI-5728,2025,11.49761,0.0685,1.3103321,,382.0,3419.0,0.37,0.36,54.85,1,1
TOI-5734 b,TOI-5734,2026,6.1841876,0.05921,2.096083,9.089080000000001,688.0,4670.0,0.678,0.725,32.51,1,1
TOI-5736 b,TOI-5736,2025,0.64899,0.01219,1.5199403999999999,,1311.0,3949.0,0.58,0.57,92.42,1,1
TOI-5777 b,TOI-5777,2022,6.9171675,,2.51899857,,602.0,4208.0,0.672,0.658,114.277,1,1
TOI-5786 Ab,TOI-5786 A,2025,12.779107,0.114,8.6398972,73.09400000000001,1040.0,6235.0,1.36,1.23,193.8,1,1
TOI-5788 b,TOI-5788,2026,6.340804,0.064,1.5300285,3.7182600000000003,,5615.0,0.87,0.87,97.38,2,1
TOI-5788 c,TOI-5788,2026,16.213358,0.1197,2.2698225,6.38778,,5615.0,0.87,0.87,97.38,2,1
TOI-5789 Ab,TOI-5789 A,2025,2.76369,0.03608,,,1201.0,5185.0,0.833,0.821,20.44,4,1
TOI-5789 Ac,TOI-5789 A,2025,12.927748,0.1009,2.8605367999999998,5.0848,718.0,5185.0,0.833,0.821,20.44,4,1
TOI-5789 Ad,TOI-5789 A,2025,29.65,0.1756,,,545.0,5185.0,0.833,0.821,20.44,4,1
TOI-5789 Ae,TOI-5789 A,2025,62.98,0.29,,,424.0,5185.0,0.833,0.821,20.44,4,1
TOI-5795 b,TOI-5795,2025,6.1406325,0.064,5.620192599999999,23.657032000000005,1136.78,5715.0,1.082,0.901,161.5,1,1
TOI-5799 b,TOI-5799,2023,4.164507,0.0348,1.7295486999999998,4.09962,505.0,3452.0,0.321,0.325,27.858,2,1
